,artist,streamable,image,mbid,album,name,url,date
2,"{'mbid': 'cd92d06d-87df-4e23-82ed-3114ff617ad6', '#text': 'CLANN'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/8607d5df1af4d247369b1581f512b46b.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/8607d5df1af4d247369b1581f512b46b.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/8607d5df1af4d247369b1581f512b46b.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8607d5df1af4d247369b1581f512b46b.jpg'}]",baddc2a3-0ffc-4b8d-ab01-71c487e8f739,"{'mbid': 'b7730993-b55f-4783-828d-526970681f33', '#text': 'Seelie'}",Caves,https://www.last.fm/music/CLANN/_/Caves,"{'uts': '1664030504', '#text': '24 Sep 2022, 14:41'}"
3,"{'mbid': '', '#text': 'Kveld'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/9d495b53e500eebcc2c178e7ba3340b3.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/9d495b53e500eebcc2c178e7ba3340b3.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/9d495b53e500eebcc2c178e7ba3340b3.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/9d495b53e500eebcc2c178e7ba3340b3.jpg'}]",,"{'mbid': '', '#text': 'Bundanaz'}",Tuwa,https://www.last.fm/music/Kveld/_/Tuwa,"{'uts': '1664030416', '#text': '24 Sep 2022, 14:40'}"
4,"{'mbid': 'e52c3c7a-1ded-49e0-91d3-f627658b3d8a', '#text': 'Heilung'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d580dd6040d8bb2832d72cc937127026.png'}]",536652a9-b4e4-4639-a7fb-156c6279cb37,"{'mbid': 'ad2b7ded-0903-4560-a6ae-fc210c1a2fea', '#text': 'Drif'}",Asja,https://www.last.fm/music/Heilung/_/Asja,"{'uts': '1664030355', '#text': '24 Sep 2022, 14:39'}"
5,"{'mbid': 'e52c3c7a-1ded-49e0-91d3-f627658b3d8a', '#text': 'Heilung'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d580dd6040d8bb2832d72cc937127026.png'}]",75d55878-8165-4d45-bb62-5afa3c12e50f,"{'mbid': 'ad2b7ded-0903-4560-a6ae-fc210c1a2fea', '#text': 'Drif'}",Marduk,https://www.last.fm/music/Heilung/_/Marduk,"{'uts': '1664030038', '#text': '24 Sep 2022, 14:33'}"
6,"{'mbid': 'e52c3c7a-1ded-49e0-91d3-f627658b3d8a', '#text': 'Heilung'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d580dd6040d8bb2832d72cc937127026.png'}]",91ce6844-1f48-4514-8cb4-b8339368612c,"{'mbid': 'ad2b7ded-0903-4560-a6ae-fc210c1a2fea', '#text': 'Drif'}",Nikkal,https://www.last.fm/music/Heilung/_/Nikkal,"{'uts': '1664029524', '#text': '24 Sep 2022, 14:25'}"
7,"{'mbid': 'e52c3c7a-1ded-49e0-91d3-f627658b3d8a', '#text': 'Heilung'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d580dd6040d8bb2832d72cc937127026.png'}]",924c0a6e-c71a-4ed8-8483-df6acf4ffaa0,"{'mbid': 'ad2b7ded-0903-4560-a6ae-fc210c1a2fea', '#text': 'Drif'}",Buslas Bann,https://www.last.fm/music/Heilung/_/Buslas+Bann,"{'uts': '1664029340', '#text': '24 Sep 2022, 14:22'}"
8,"{'mbid': 'e52c3c7a-1ded-49e0-91d3-f627658b3d8a', '#text': 'Heilung'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d580dd6040d8bb2832d72cc937127026.png'}]",54088918-7af6-48c2-9984-d5d9a2dbe293,"{'mbid': 'ad2b7ded-0903-4560-a6ae-fc210c1a2fea', '#text': 'Drif'}",Nesso,https://www.last.fm/music/Heilung/_/Nesso,"{'uts': '1664028566', '#text': '24 Sep 2022, 14:09'}"
9,"{'mbid': 'e52c3c7a-1ded-49e0-91d3-f627658b3d8a', '#text': 'Heilung'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d580dd6040d8bb2832d72cc937127026.png'}]",59f93a57-58f9-4d52-b9e7-43fd7c1e7de3,"{'mbid': 'ad2b7ded-0903-4560-a6ae-fc210c1a2fea', '#text': 'Drif'}",Keltentrauer,https://www.last.fm/music/Heilung/_/Keltentrauer,"{'uts': '1664028563', '#text': '24 Sep 2022, 14:09'}"
10,"{'mbid': 'e52c3c7a-1ded-49e0-91d3-f627658b3d8a', '#text': 'Heilung'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d580dd6040d8bb2832d72cc937127026.png'}]",ab7a4254-ebd6-44fa-9983-80fdf6eba5a5,"{'mbid': 'ad2b7ded-0903-4560-a6ae-fc210c1a2fea', '#text': 'Drif'}",Urbani,https://www.last.fm/music/Heilung/_/Urbani,"{'uts': '1664028057', '#text': '24 Sep 2022, 14:00'}"
11,"{'mbid': 'e52c3c7a-1ded-49e0-91d3-f627658b3d8a', '#text': 'Heilung'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d580dd6040d8bb2832d72cc937127026.png'}]",deaf18e4-27f2-4bfc-825b-e514d496d82a,"{'mbid': 'ad2b7ded-0903-4560-a6ae-fc210c1a2fea', '#text': 'Drif'}",Tenet,https://www.last.fm/music/Heilung/_/Tenet,"{'uts': '1664026974', '#text': '24 Sep 2022, 13:42'}"
12,"{'mbid': 'e52c3c7a-1ded-49e0-91d3-f627658b3d8a', '#text': 'Heilung'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d580dd6040d8bb2832d72cc937127026.png'}]",f6a94e8e-9fc0-4d43-abec-b38c8f9e1257,"{'mbid': 'ad2b7ded-0903-4560-a6ae-fc210c1a2fea', '#text': 'Drif'}",Anoana,https://www.last.fm/music/Heilung/_/Anoana,"{'uts': '1664026684', '#text': '24 Sep 2022, 13:38'}"
13,"{'mbid': 'e52c3c7a-1ded-49e0-91d3-f627658b3d8a', '#text': 'Heilung'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/d580dd6040d8bb2832d72cc937127026.png'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d580dd6040d8bb2832d72cc937127026.png'}]",536652a9-b4e4-4639-a7fb-156c6279cb37,"{'mbid': 'ad2b7ded-0903-4560-a6ae-fc210c1a2fea', '#text': 'Drif'}",Asja,https://www.last.fm/music/Heilung/_/Asja,"{'uts': '1664026684', '#text': '24 Sep 2022, 13:38'}"
14,"{'mbid': '', '#text': 'Cola'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b706e403e3bf69a369c8e03578563ccf.jpg'}]",2e5cc4ec-4cb1-41b9-ba39-a41a882382f2,"{'mbid': '3fcb85dc-abef-430e-b1af-4dbcae059114', '#text': 'Deep in View'}",Mint,https://www.last.fm/music/Cola/_/Mint,"{'uts': '1663960413', '#text': '23 Sep 2022, 19:13'}"
15,"{'mbid': '', '#text': 'Cola'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b706e403e3bf69a369c8e03578563ccf.jpg'}]",25aacdd0-0f42-44ac-854e-4fc599364705,"{'mbid': '3fcb85dc-abef-430e-b1af-4dbcae059114', '#text': 'Deep in View'}",Gossamer,https://www.last.fm/music/Cola/_/Gossamer,"{'uts': '1663960215', '#text': '23 Sep 2022, 19:10'}"
16,"{'mbid': '', '#text': 'Cola'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b706e403e3bf69a369c8e03578563ccf.jpg'}]",f4244c44-19b8-456a-b440-d8ecce8e5fe6,"{'mbid': '3fcb85dc-abef-430e-b1af-4dbcae059114', '#text': 'Deep in View'}",Water Table,https://www.last.fm/music/Cola/_/Water+Table,"{'uts': '1663959971', '#text': '23 Sep 2022, 19:06'}"
17,"{'mbid': '', '#text': 'Cola'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b706e403e3bf69a369c8e03578563ccf.jpg'}]",3b199884-fb91-402c-8f3f-c6db8e1f1f5c,"{'mbid': '3fcb85dc-abef-430e-b1af-4dbcae059114', '#text': 'Deep in View'}",Degree,https://www.last.fm/music/Cola/_/Degree,"{'uts': '1663959799', '#text': '23 Sep 2022, 19:03'}"
18,"{'mbid': '', '#text': 'Cola'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b706e403e3bf69a369c8e03578563ccf.jpg'}]",ee66c762-2a0c-4316-ba1e-b8d7bf47aaf3,"{'mbid': '3fcb85dc-abef-430e-b1af-4dbcae059114', '#text': 'Deep in View'}",Met Resistance,https://www.last.fm/music/Cola/_/Met+Resistance,"{'uts': '1663959606', '#text': '23 Sep 2022, 19:00'}"
19,"{'mbid': '', '#text': 'Cola'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b706e403e3bf69a369c8e03578563ccf.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b706e403e3bf69a369c8e03578563ccf.jpg'}]",4c4bbedc-3777-4a96-94dd-232974179420,"{'mbid': '3fcb85dc-abef-430e-b1af-4dbcae059114', '#text': 'Deep in View'}",At Pace,https://www.last.fm/music/Cola/_/At+Pace,"{'uts': '1663959420', '#text': '23 Sep 2022, 18:57'}"
20,"{'mbid': 'efae29b4-8d16-4ff7-98ba-ccd9ab6ef98f', '#text': 'Divide and Dissolve'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/edb5d07ad661524d25d2e44bf65b4c04.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/edb5d07ad661524d25d2e44bf65b4c04.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/edb5d07ad661524d25d2e44bf65b4c04.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/edb5d07ad661524d25d2e44bf65b4c04.jpg'}]",350e6428-9f87-4a6a-adc9-584f93d4b1f0,"{'mbid': 'cf4689e0-37e5-427b-b249-4102c597c5d7', '#text': 'TFW'}",RVR,https://www.last.fm/music/Divide+and+Dissolve/_/RVR,"{'uts': '1663954065', '#text': '23 Sep 2022, 17:27'}"
21,"{'mbid': '', '#text': 'Jana Rush'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/4294c5545239e0df38b5d1ac77284b68.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/4294c5545239e0df38b5d1ac77284b68.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/4294c5545239e0df38b5d1ac77284b68.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/4294c5545239e0df38b5d1ac77284b68.jpg'}]",bc71f09a-7ba3-4609-87cf-2bcbed48314b,"{'mbid': '3d41c2ca-63c1-4613-83f2-e76b954a8112', '#text': 'Pariah'}",Break It,https://www.last.fm/music/Jana+Rush/_/Break+It,"{'uts': '1663953856', '#text': '23 Sep 2022, 17:24'}"
22,"{'mbid': 'e37d165a-0114-499a-988c-22c0ba79eaf2', '#text': 'Zebra Katz'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/73efbbfd57a18c24cdc6cca24446de42.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/73efbbfd57a18c24cdc6cca24446de42.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/73efbbfd57a18c24cdc6cca24446de42.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/73efbbfd57a18c24cdc6cca24446de42.jpg'}]",,"{'mbid': '', '#text': 'BEEN KNOWN - A COLORS SHOW'}",BEEN KNOWN - A COLORS SHOW,https://www.last.fm/music/Zebra+Katz/_/BEEN+KNOWN+-+A+COLORS+SHOW,"{'uts': '1663953708', '#text': '23 Sep 2022, 17:21'}"
23,"{'mbid': '655e9772-27c1-4aba-843d-acabfd29f8a8', '#text': 'They Hate Change'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/8d15cfe7921ca7048f3ce611cb2c3d76.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/8d15cfe7921ca7048f3ce611cb2c3d76.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/8d15cfe7921ca7048f3ce611cb2c3d76.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8d15cfe7921ca7048f3ce611cb2c3d76.jpg'}]",,"{'mbid': '617a8b1a-7bf8-420b-9e7b-16f5dfca6319', '#text': 'Finally, New'}",Breathing,https://www.last.fm/music/They+Hate+Change/_/Breathing,"{'uts': '1663953521', '#text': '23 Sep 2022, 17:18'}"
24,"{'mbid': '7fdcca4c-b2ea-4fa5-b0b6-59a5a14c1a0d', '#text': 'KMRU'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/b0ed43ace3831c9f2d4d15e50b3f3dd8.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/b0ed43ace3831c9f2d4d15e50b3f3dd8.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/b0ed43ace3831c9f2d4d15e50b3f3dd8.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/b0ed43ace3831c9f2d4d15e50b3f3dd8.jpg'}]",497516ce-f27a-4742-81c2-53d06766030b,"{'mbid': '94d60507-6574-4d29-898d-faf8b1530be9', '#text': 'Peel'}",Klang,https://www.last.fm/music/KMRU/_/Klang,"{'uts': '1663953150', '#text': '23 Sep 2022, 17:12'}"
25,"{'mbid': '5c6e44ff-de80-47c4-bdf9-b556cdc55067', '#text': 'Aho Ssan'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/cbeb06c8a8aa562e6263035e735adb5b.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/cbeb06c8a8aa562e6263035e735adb5b.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/cbeb06c8a8aa562e6263035e735adb5b.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cbeb06c8a8aa562e6263035e735adb5b.jpg'}]",69949e65-c90c-4976-bddd-6ef8d7036228,"{'mbid': 'c9f73c0f-88e3-4172-be71-6113804bd462', '#text': 'Simulacrum'}",Simulacrum III,https://www.last.fm/music/Aho+Ssan/_/Simulacrum+III,"{'uts': '1663952813', '#text': '23 Sep 2022, 17:06'}"
26,"{'mbid': '', '#text': 'Manuka Honey'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/3015ca39dbfaeec0ffdf378aa2266855.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/3015ca39dbfaeec0ffdf378aa2266855.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/3015ca39dbfaeec0ffdf378aa2266855.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/3015ca39dbfaeec0ffdf378aa2266855.jpg'}]",f28d6e3b-492b-4360-aa67-29e3a8341bca,"{'mbid': '22ddd958-4b53-4591-8ea4-a2b809d30514', '#text': 'Industrial Princess'}",Industrial Princess,https://www.last.fm/music/Manuka+Honey/_/Industrial+Princess,"{'uts': '1663952563', '#text': '23 Sep 2022, 17:02'}"
27,"{'mbid': 'f9a105ba-a600-4116-bf6c-4f7d5b10ebba', '#text': 'Candie Hank'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/c2a1c9d109e54011a2acd2c9dff8d11e.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/c2a1c9d109e54011a2acd2c9dff8d11e.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/c2a1c9d109e54011a2acd2c9dff8d11e.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/c2a1c9d109e54011a2acd2c9dff8d11e.jpg'}]",,"{'mbid': '546cd71e-f9e5-4b9b-ad39-d6b3d3a50b54', '#text': 'Groucho Running'}",We All go Die Tonite,https://www.last.fm/music/Candie+Hank/_/We+All+go+Die+Tonite,"{'uts': '1663952314', '#text': '23 Sep 2022, 16:58'}"
28,"{'mbid': '', '#text': 'DoS MoNoS'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/a6652e61ffec1cd763378a472d4fd8f3.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/a6652e61ffec1cd763378a472d4fd8f3.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/a6652e61ffec1cd763378a472d4fd8f3.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a6652e61ffec1cd763378a472d4fd8f3.jpg'}]",,"{'mbid': '63755230-5085-48f4-b1bc-528c7b61b27e', '#text': 'Dos Siki'}",Aquarius (feat.Injury Reserve),https://www.last.fm/music/DoS+MoNoS/_/Aquarius+(feat.Injury+Reserve),"{'uts': '1663952077', '#text': '23 Sep 2022, 16:54'}"
29,"{'mbid': '4894f8eb-be75-4bd5-a3a3-7c20894439f9', '#text': 'Jeff Parker'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/5b2185ac2c9722c1cf6fda12e8d44c04.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/5b2185ac2c9722c1cf6fda12e8d44c04.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/5b2185ac2c9722c1cf6fda12e8d44c04.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5b2185ac2c9722c1cf6fda12e8d44c04.jpg'}]",0c78a160-1a24-48d2-be72-2204de2b2c77,"{'mbid': '02366cb1-c9da-417f-a7c4-a1a17700ab77', '#text': 'Suite for Max Brown'}",Fusion Swirl,https://www.last.fm/music/Jeff+Parker/_/Fusion+Swirl,"{'uts': '1663951744', '#text': '23 Sep 2022, 16:49'}"
30,"{'mbid': '7fdcca4c-b2ea-4fa5-b0b6-59a5a14c1a0d', '#text': 'KMRU'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/cb0b46f3de2122895979858f8494624b.jpg'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/cb0b46f3de2122895979858f8494624b.jpg'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/cb0b46f3de2122895979858f8494624b.jpg'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cb0b46f3de2122895979858f8494624b.jpg'}]",10310143-40d6-4f21-938f-c436b3c7704e,"{'mbid': 'd3fb25bf-aa7b-4f21-9ed1-cf0b8e5584e4', '#text': 'logue'}",Jinja Encounters,https://www.last.fm/music/KMRU/_/Jinja+Encounters,"{'uts': '1663951510', '#text': '23 Sep 2022, 16:45'}"
31,"{'mbid': '1b10e0a0-d73c-44a6-9ff6-af18eed52884', '#text': 'nkisi'}",0,"[{'size': 'small', '#text': 'https://lastfm.freetls.fastly.net/i/u/34s/6adb90b6e3d5f89903e42b535bdabf33.png'}, {'size': 'medium', '#text': 'https://lastfm.freetls.fastly.net/i/u/64s/6adb90b6e3d5f89903e42b535bdabf33.png'}, {'size': 'large', '#text': 'https://lastfm.freetls.fastly.net/i/u/174s/6adb90b6e3d5f89903e42b535bdabf33.png'}, {'size': 'extralarge', '#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/6adb90b6e3d5f89903e42b535bdabf33.png'}]",5afcbd15-b5b8-4019-9eea-8793829494ba,"{'mbid': '8fc673cb-2f1f-45de-bbc3-a349ee77ee9e', '#text': 'The Dark Orchestra'}",Dark Noise,https://www.last.fm/music/nkisi/_/Dark+Noise,"{'uts': '1663951310', '#text': '23 Sep 2022, 16:41'}"
